area_name,no_of_bedrooms,no_of_bathrooms,land_area_sqm,fenced,building_type,interior_type,roof_type,distance_to_main_road_km,road_type,area_type,electricity_reliability_hrs,water_supply_score,crime_rate_index,flood_prone,price
Offa Central,5,4,571.730016249307,No,Duplex,POP,Gerrard,1.657928221880477,Tarred,Urban,19,2,3,No,21740726.17
Offa Central,4,2,571.4200555239422,Yes,Duplex,POP,Gerrard,1.336877458863422,Tarred,Urban,21,2,5,No,20828227.39
Offa Central,4,1,554.8700049145118,Yes,Bungalow,POP,Gerrard,3.491128396472957,Tarred,Urban,22,4,2,Yes,18378659.7
Offa Central,4,3,846.1176744868178,Yes,Flat,POP,Gerrard,1.6897802677189762,Untarred,Rural,13,3,1,No,18948318.61
Offa Central,5,4,825.4110765516635,Yes,Bungalow,POP,Gerrard,1.7154614228983451,Untarred,Urban,7,2,2,Yes,20508218.76
Offa Central,5,3,441.0187792871512,Yes,Flat,POP,Gerrard,0.28118143962371517,Untarred,Urban,19,1,9,No,19970896.23
Offa Central,5,4,849.4886089144463,Yes,Duplex,POP,Normal,4.8288955233727355,Tarred,Urban,21,4,3,No,22179277.29
Offa Central,6,2,355.5171326200315,Yes,Flat,POP,Normal,4.549284457666044,Tarred,Urban,5,5,6,Yes,18844917.9
Offa Central,3,4,598.0460568035907,No,Flat,Ceiling,Normal,1.0350257883360254,Tarred,Urban,10,3,3,No,18324764.95
Offa Central,6,2,777.8344335718253,Yes,Duplex,POP,Gerrard,3.2240896669703716,Tarred,Urban,11,4,6,No,22075667.24
Offa Central,6,4,673.1884740563244,No,Self-Contain,POP,Normal,3.388828959707275,Tarred,Urban,22,3,8,No,20936212.16
Offa Central,4,2,615.092336466977,Yes,Duplex,Ceiling,Gerrard,4.414296235998363,Tarred,Rural,10,2,8,No,18671685.25
Offa Central,3,1,454.9802574765553,No,Duplex,POP,Gerrard,1.1804310460947027,Tarred,Urban,10,1,1,Yes,17804316.51
Offa Central,3,1,821.3754630125377,No,Bungalow,POP,Normal,3.1699855157965104,Tarred,Urban,9,2,7,No,17985766.03
Offa Central,3,1,673.772426510029,Yes,Duplex,POP,Gerrard,2.1503947086260853,Untarred,Rural,5,3,6,No,17425982.77
Offa Central,3,4,813.0992069828836,Yes,Flat,Ceiling,Gerrard,1.6709232154411664,Untarred,Rural,7,5,1,No,18271157.55
Offa Central,6,1,498.54885946811714,Yes,Self-Contain,POP,Normal,3.486680786628822,Tarred,Urban,18,4,9,Yes,18822093.17
Offa Central,3,1,879.3658988285305,Yes,Bungalow,POP,Gerrard,4.162111499593418,Tarred,Urban,17,1,1,Yes,18601034.26
Offa Central,6,1,369.4560277477948,No,Bungalow,POP,Gerrard,0.5872148834776514,Untarred,Urban,23,3,7,No,19518876.67
Offa Central,6,1,864.5257604968253,Yes,Flat,POP,Normal,1.5130017392092971,Tarred,Rural,14,1,2,No,19103817.39
Offa Central,5,1,841.9144144336714,Yes,Duplex,Ceiling,Gerrard,3.8746081745081726,Tarred,Urban,6,1,1,Yes,19992221.49
Offa Central,6,3,667.8697434415449,Yes,Self-Contain,POP,Gerrard,3.208797941192323,Tarred,Rural,6,4,5,No,20377202.02
Offa Central,2,4,612.5293070685066,Yes,Duplex,POP,Gerrard,0.20301207981658964,Untarred,Rural,19,4,9,Yes,17445470.21
Offa Central,3,1,876.497650248113,No,Duplex,POP,Gerrard,1.7362722890493965,Untarred,Rural,21,4,5,Yes,16613842.32
Offa Central,3,1,755.3208806507698,Yes,Flat,Ceiling,Normal,2.6648857603604963,Untarred,Urban,23,3,5,No,17097372.52
Offa Central,6,2,594.187493645897,No,Duplex,POP,Gerrard,2.561254515387821,Tarred,Urban,6,5,2,No,21541949.78
Offa Central,6,3,483.05981209171597,Yes,Flat,POP,Gerrard,1.7510970429412027,Tarred,Urban,15,3,1,No,21511687.01
Offa Central,4,4,466.86730053228206,Yes,Flat,POP,Normal,0.5677875295625731,Untarred,Urban,23,1,7,No,19313673.63
Offa Central,6,2,790.9803056636291,Yes,Bungalow,Ceiling,Gerrard,1.1071311678616405,Tarred,Urban,17,4,8,No,21517716.09
Offa Central,4,1,492.91980530300447,Yes,Bungalow,Ceiling,Gerrard,2.377149486152839,Tarred,Rural,22,5,3,No,17941654.41
Offa Central,5,2,480.040249743264,Yes,Bungalow,POP,Normal,2.790376586735132,Tarred,Urban,18,4,4,No,20099056.19
Offa Central,4,2,619.7082793699559,Yes,Self-Contain,Ceiling,Gerrard,3.8313880026859555,Tarred,Urban,13,3,9,No,19117664.78
Offa Central,6,3,337.74448561081437,Yes,Bungalow,Ceiling,Normal,0.8530699252718861,Untarred,Urban,15,2,7,No,20117805.77
Offa Central,5,4,593.3705558630712,Yes,Self-Contain,POP,Gerrard,0.4535642907612919,Tarred,Urban,14,2,6,No,21282462.81
Offa Central,6,2,491.2903937238028,Yes,Bungalow,POP,Normal,0.30551271108619,Untarred,Rural,22,3,2,Yes,18304277.28
Offa Central,3,4,862.4887034394628,Yes,Bungalow,POP,Normal,1.204669164004201,Tarred,Rural,5,3,6,No,18681799.56
Offa Central,5,4,709.0712986730728,No,Duplex,POP,Normal,0.7032115865887583,Tarred,Urban,18,2,9,No,21484968.46
Offa Central,5,3,520.0331451562795,Yes,Flat,POP,Normal,3.9472739585017393,Tarred,Urban,8,3,4,Yes,18871618.58
Offa Central,6,3,356.9095159518937,Yes,Duplex,Ceiling,Gerrard,1.000579208881636,Untarred,Rural,15,1,3,No,19459637.45
Offa Central,4,4,369.3633663669073,Yes,Bungalow,Ceiling,Gerrard,4.95559428508745,Untarred,Urban,6,5,9,No,18943217.0
Offa Central,5,1,864.5279438048908,Yes,Duplex,POP,Normal,4.81574124047976,Untarred,Urban,4,4,8,No,19805280.64
Offa Central,4,1,728.1644197580829,Yes,Flat,Ceiling,Gerrard,4.8396356970719205,Tarred,Urban,6,2,7,No,18610708.96
Offa Central,3,2,310.6283103656334,Yes,Bungalow,Ceiling,Gerrard,2.914896933190608,Tarred,Urban,5,4,1,No,18098402.09
Offa Central,5,2,461.663667782193,Yes,Self-Contain,Ceiling,Gerrard,3.3090562612189376,Tarred,Urban,16,1,4,No,19474928.93
Offa Central,5,2,331.6258739120634,Yes,Duplex,POP,Gerrard,1.3669977460288096,Untarred,Urban,7,5,8,Yes,19276851.76
Offa Central,5,3,681.2567524217832,No,Duplex,Ceiling,Gerrard,3.5497490976902926,Tarred,Rural,10,4,7,Yes,18791782.28
Offa Central,3,4,873.0137517670012,No,Bungalow,POP,Normal,4.548891541012943,Tarred,Urban,21,4,8,No,19671423.36
Offa Central,5,2,698.4073368405614,Yes,Self-Contain,Ceiling,Gerrard,0.3892044085777423,Untarred,Rural,19,2,6,No,18240744.83
Offa Central,4,3,575.7688510397559,Yes,Flat,Ceiling,Gerrard,2.9117725167318715,Tarred,Urban,4,1,8,No,19213832.38
Offa Central,3,1,710.525445113092,No,Bungalow,Ceiling,Gerrard,4.465276546098331,Tarred,Urban,12,4,7,No,17758930.66
Offa Central,5,4,849.2497208800221,No,Flat,Ceiling,Gerrard,0.4795415879373211,Tarred,Urban,8,2,8,No,20629984.96
Offa Central,3,4,732.8694942657432,No,Duplex,POP,Normal,2.898294818372408,Tarred,Urban,19,3,4,Yes,19420358.48
Offa Central,4,2,590.527883608585,Yes,Flat,Ceiling,Normal,2.265647233707548,Tarred,Rural,10,1,3,No,17548885.95
Offa Central,5,2,889.1382840211473,Yes,Duplex,Ceiling,Gerrard,3.571159901214593,Untarred,Urban,20,4,7,No,21030928.55
Offa Central,2,2,689.9712588995335,No,Flat,POP,Normal,3.6923025700745633,Tarred,Urban,22,2,4,No,17176017.36
Offa Central,2,1,662.2756543716708,Yes,Flat,POP,Normal,0.8270450314753268,Tarred,Urban,13,1,7,Yes,16280895.09
Offa Central,5,3,784.575521737785,No,Self-Contain,Ceiling,Gerrard,0.4511977150431816,Untarred,Rural,10,3,2,No,18464014.64
Offa Central,2,3,742.3315341427829,Yes,Flat,Ceiling,Gerrard,4.557203841157942,Untarred,Rural,10,5,5,No,16489473.88
Offa Central,6,3,575.9651707763776,Yes,Bungalow,Ceiling,Normal,1.4892748779900677,Tarred,Urban,4,3,6,Yes,19801162.07
Offa Central,5,3,500.4627912519379,Yes,Flat,POP,Normal,3.622468600936356,Tarred,Urban,7,5,5,No,19723539.6
Offa Central,6,4,513.7163660768276,Yes,Flat,POP,Gerrard,2.898132236591502,Tarred,Urban,7,1,5,No,21877948.21
Offa Central,5,1,522.2948622357086,Yes,Duplex,Ceiling,Normal,0.6157748521025314,Untarred,Urban,16,1,5,Yes,18159435.97
Offa Central,4,3,669.7443895983674,Yes,Flat,Ceiling,Gerrard,3.891717168835036,Untarred,Urban,23,3,9,No,19215458.71
Offa Central,3,2,377.43907489743776,Yes,Self-Contain,POP,Normal,3.8676588155786207,Tarred,Urban,9,2,6,No,17286871.57
Offa Central,4,4,367.93873395547524,Yes,Flat,POP,Normal,1.0240553362074412,Untarred,Urban,13,2,7,No,19110352.39
Offa Central,5,4,629.595819111609,No,Self-Contain,POP,Gerrard,3.1265074939979267,Tarred,Urban,5,3,6,No,20508057.09
Offa Central,5,4,837.7540298829473,Yes,Duplex,POP,Normal,1.7389755514410883,Tarred,Urban,5,3,7,No,21936540.95
Offa Central,3,1,477.7060593353991,Yes,Flat,POP,Normal,4.488847862687926,Untarred,Urban,23,2,1,Yes,16162158.64
Offa Central,6,3,337.95204533920776,Yes,Duplex,Ceiling,Gerrard,2.8654199615752707,Tarred,Urban,20,3,3,Yes,20785269.78
Offa Central,6,1,617.7436084276048,Yes,Bungalow,Ceiling,Gerrard,4.0349530979441885,Untarred,Urban,13,2,3,No,19494383.21
Offa Central,2,2,314.9157095494765,Yes,Bungalow,POP,Normal,4.0327243660660415,Tarred,Urban,11,5,4,No,17577809.22
Offa Central,3,4,378.27084596617084,Yes,Bungalow,Ceiling,Gerrard,2.449288688583247,Tarred,Rural,10,3,6,No,17911372.01
Offa Central,6,1,876.9262337286657,No,Flat,POP,Normal,1.8540636594894644,Tarred,Urban,16,2,8,No,19976798.46
Offa Central,2,2,367.9460709838919,Yes,Duplex,POP,Normal,3.4600241577823656,Tarred,Rural,8,1,6,No,16269486.99
Offa Central,5,1,405.3478665807698,Yes,Self-Contain,POP,Gerrard,3.0712999997049373,Tarred,Urban,5,1,4,No,19178638.17
Offa Central,3,4,367.70432671013066,No,Flat,POP,Gerrard,1.5788369354099245,Untarred,Urban,21,2,7,No,18287677.28
Offa Central,5,4,737.5441494585408,No,Self-Contain,Ceiling,Normal,2.8426174429759787,Untarred,Urban,4,5,1,No,18864173.46
Offa Central,2,4,876.9668653526682,Yes,Bungalow,POP,Gerrard,0.7306071982811866,Tarred,Urban,20,1,8,No,20452541.11
Offa Central,2,3,777.3266351559888,Yes,Bungalow,POP,Normal,4.32561428299951,Untarred,Urban,13,2,6,No,17798629.76
Offa Central,3,2,418.3455997002101,Yes,Duplex,POP,Normal,0.6272467275008424,Tarred,Rural,17,5,2,No,18153587.53
Offa Central,4,4,651.3625007037043,Yes,Duplex,Ceiling,Gerrard,1.7887613484963343,Untarred,Urban,9,4,7,No,20474922.26
Offa Central,6,3,311.64074737092926,Yes,Flat,POP,Normal,3.2426694167957213,Tarred,Rural,22,2,9,No,18789002.48
Offa Central,3,4,391.3741482405932,Yes,Flat,Ceiling,Gerrard,1.7773008295032449,Tarred,Urban,9,2,5,No,19130868.42
Offa Central,2,2,493.01182122078563,Yes,Self-Contain,Ceiling,Gerrard,1.9194513979667494,Tarred,Urban,12,3,2,No,17629408.21
Offa Central,3,4,302.19378680678955,Yes,Flat,POP,Gerrard,0.3813656316592624,Tarred,Urban,20,4,1,No,20039451.35
Offa Central,2,2,842.0016039136231,Yes,Bungalow,Ceiling,Gerrard,2.022076910951995,Untarred,Urban,15,4,5,No,18125643.74
Offa Central,6,1,529.3423920086948,Yes,Duplex,Ceiling,Gerrard,2.655634931103436,Tarred,Urban,20,5,5,No,21358557.35
Offa Central,6,2,655.7896205804593,Yes,Bungalow,POP,Gerrard,4.434728388899672,Tarred,Rural,18,2,1,No,20264172.39
Offa Central,5,4,515.8949403819399,Yes,Duplex,Ceiling,Normal,2.750431775535724,Tarred,Rural,18,2,7,No,19792883.52
Offa Central,2,1,696.2818328186587,Yes,Bungalow,Ceiling,Gerrard,2.1840438073817228,Tarred,Urban,23,1,3,Yes,17267483.71
Offa Central,2,2,583.5455118263134,No,Bungalow,Ceiling,Gerrard,4.302171323784693,Untarred,Urban,6,4,2,No,16693227.31
Offa Central,3,3,723.455430622191,No,Bungalow,Ceiling,Gerrard,1.9697740352190143,Untarred,Urban,18,3,5,Yes,17457728.05
Offa Central,2,2,400.0585613236152,Yes,Duplex,POP,Gerrard,4.5322021512461745,Tarred,Rural,20,4,1,No,17676622.94
Offa Central,4,1,720.2729192546146,Yes,Bungalow,Ceiling,Gerrard,0.21397624560218598,Tarred,Rural,7,4,9,No,18040201.3
Offa Central,6,1,603.4637003215265,Yes,Self-Contain,POP,Gerrard,3.968032813799658,Untarred,Urban,11,5,5,No,19866453.99
Olofa,4,3,463.6763356199075,Yes,Duplex,POP,Gerrard,2.139086159854801,Tarred,Urban,18,4,8,No,19304994.11
Olofa,3,3,854.6965696644318,Yes,Bungalow,POP,Normal,1.262964278591576,Untarred,Urban,4,1,1,Yes,16713179.07
Olofa,5,3,576.0384700485371,Yes,Bungalow,POP,Gerrard,1.558403050059573,Tarred,Rural,12,4,1,Yes,18169598.7
Olofa,6,2,692.5379867999246,Yes,Self-Contain,POP,Normal,4.981585727217263,Tarred,Urban,10,2,9,No,18523963.78
Olofa,6,3,734.3934985414148,Yes,Bungalow,Ceiling,Gerrard,3.9808488336116197,Tarred,Urban,10,2,7,No,20058882.77
Olofa,4,2,349.45996321139444,No,Bungalow,POP,Gerrard,3.811208854293848,Untarred,Urban,10,2,9,Yes,15614009.51
Olofa,2,1,764.5506886204026,Yes,Flat,POP,Gerrard,3.195005645273669,Tarred,Rural,16,5,1,No,15599818.75
Olofa,6,2,792.281409816512,Yes,Flat,POP,Normal,1.5810484855521407,Untarred,Urban,21,4,7,No,19095992.98
Olofa,4,1,815.8486834110402,Yes,Bungalow,POP,Gerrard,4.456791389451004,Tarred,Rural,22,2,8,No,16974231.63
Olofa,5,4,380.84835907854443,Yes,Flat,POP,Gerrard,1.0437623159858327,Tarred,Urban,11,3,9,No,19263016.99
Olofa,2,1,785.8622423383574,No,Bungalow,POP,Gerrard,1.4724280100097733,Untarred,Urban,10,2,6,Yes,15070097.17
Olofa,5,2,866.1318873896456,No,Duplex,POP,Normal,3.9518501381274103,Tarred,Urban,20,4,7,No,19077611.56
Olofa,2,3,446.8293582142206,Yes,Bungalow,Ceiling,Normal,4.3247597651382845,Tarred,Rural,21,3,1,No,15418345.2
Olofa,5,4,385.69446629212956,Yes,Bungalow,Ceiling,Normal,3.9418537702172562,Tarred,Urban,8,3,7,No,18530797.27
Olofa,3,1,787.4481945743403,No,Self-Contain,POP,Normal,1.7391812227348746,Tarred,Urban,18,2,5,No,16396019.85
Olofa,6,2,783.5347015181126,Yes,Bungalow,POP,Gerrard,1.9039765559069206,Tarred,Rural,5,2,2,No,19055156.24
Olofa,6,4,758.1618402528081,No,Duplex,POP,Gerrard,4.428819607110597,Tarred,Rural,20,1,8,No,19729673.06
Olofa,2,1,595.6688075189734,Yes,Self-Contain,POP,Gerrard,1.947781072839226,Tarred,Urban,17,4,1,No,16765156.08
Olofa,5,4,454.00835499015807,Yes,Flat,POP,Gerrard,2.3208753654931167,Untarred,Urban,23,5,6,No,19109291.86
Olofa,2,2,439.54084455409713,Yes,Flat,POP,Normal,3.7655901270353134,Untarred,Urban,15,1,3,No,15129355.38
Olofa,6,2,770.1503368457302,No,Bungalow,Ceiling,Gerrard,2.6435927771190615,Untarred,Urban,20,5,3,No,19292643.04
Olofa,4,3,497.59276648950254,Yes,Flat,POP,Gerrard,3.8502301101251204,Untarred,Rural,4,4,4,No,16410323.46
Olofa,3,1,739.007759272489,Yes,Duplex,POP,Gerrard,3.5315472009487254,Tarred,Urban,13,5,9,No,18150570.43
Olofa,6,3,710.0606922323502,Yes,Flat,Ceiling,Normal,2.982878995684511,Tarred,Urban,17,3,1,No,19357665.28
Olofa,6,4,786.1554783103721,Yes,Bungalow,POP,Gerrard,4.496162522496497,Untarred,Urban,21,1,7,No,20826078.06
Olofa,4,4,597.4144621372284,Yes,Bungalow,POP,Gerrard,1.9078070135407665,Tarred,Urban,23,2,4,No,19823304.43
Olofa,2,4,369.70834455245347,Yes,Flat,POP,Gerrard,0.912719278425365,Tarred,Urban,15,3,8,No,17380009.82
Olofa,3,3,790.5391977267582,No,Flat,Ceiling,Gerrard,0.3688382313516637,Untarred,Rural,20,2,1,No,15923630.15
Olofa,4,3,634.4548468020853,Yes,Duplex,POP,Gerrard,2.2983109042161662,Tarred,Urban,12,5,7,No,19582096.56
Olofa,4,2,587.6729868898594,Yes,Self-Contain,POP,Gerrard,2.0409656596830894,Untarred,Urban,9,1,1,No,17493365.31
Olofa,2,4,538.9501409180477,Yes,Duplex,POP,Normal,2.3443497214946856,Tarred,Urban,22,5,1,No,18604350.01
Olofa,5,2,427.63617967816384,Yes,Flat,Ceiling,Normal,2.143327470167093,Tarred,Rural,8,2,1,No,16579175.95
Olofa,3,1,858.2691603270187,No,Self-Contain,POP,Gerrard,3.1254452641597856,Untarred,Urban,15,1,9,Yes,15356328.08
Olofa,4,4,737.1690940756662,Yes,Flat,POP,Gerrard,3.2743198070826187,Tarred,Urban,22,1,6,No,19066637.58
Olofa,6,3,417.4476177288992,No,Duplex,POP,Normal,3.9045581075280698,Tarred,Rural,9,1,9,No,18002034.83
Olofa,4,2,545.3563414540032,Yes,Flat,Ceiling,Gerrard,1.105434782835559,Tarred,Urban,17,3,5,Yes,17259753.87
Olofa,2,3,600.1830938127089,No,Self-Contain,POP,Normal,0.380947474028819,Tarred,Urban,17,1,4,No,16561745.77
Olofa,5,1,703.0675621529195,Yes,Bungalow,POP,Gerrard,3.4406234520532144,Tarred,Rural,4,1,6,No,17519849.83
Olofa,6,3,810.1031671230285,No,Duplex,Ceiling,Gerrard,1.3103080748590088,Untarred,Urban,22,2,2,No,20095797.95
Olofa,2,3,412.7421532790499,Yes,Bungalow,POP,Gerrard,1.0584371288374368,Untarred,Urban,19,4,1,No,17251856.0
Olofa,4,1,413.69408753976256,Yes,Bungalow,Ceiling,Gerrard,3.4690405363061374,Tarred,Urban,21,2,7,No,17332011.96
Olofa,4,1,700.4106978302376,Yes,Bungalow,Ceiling,Gerrard,0.31464411833188527,Tarred,Urban,5,5,6,No,18055466.26
Olofa,5,1,491.753655755999,Yes,Bungalow,POP,Gerrard,4.099123197027771,Untarred,Rural,7,5,9,No,16499519.75
Olofa,6,1,600.2150162306341,Yes,Bungalow,Ceiling,Gerrard,4.380644479340204,Tarred,Rural,16,3,2,No,17832698.74
Olofa,3,2,749.5892130854606,No,Bungalow,POP,Normal,2.743403002487389,Tarred,Urban,10,2,1,No,17302461.11
Olofa,5,1,384.9127214699761,No,Flat,POP,Gerrard,4.255000341756375,Untarred,Urban,16,1,5,No,16838939.57
Olofa,4,3,513.1737859315913,Yes,Bungalow,POP,Normal,2.7794201141305046,Untarred,Urban,17,4,6,No,17686427.57
Olofa,6,1,332.81077245201936,Yes,Bungalow,POP,Gerrard,4.656011705626985,Tarred,Urban,20,3,8,Yes,18064875.39
Olofa,4,4,531.0975766635243,Yes,Duplex,POP,Gerrard,3.6894940137364687,Tarred,Urban,15,5,8,No,19885598.79
Olofa,2,2,402.76404639974373,Yes,Bungalow,Ceiling,Gerrard,3.5029647641904815,Tarred,Urban,4,2,6,No,15901571.39
Olofa,3,2,635.6851556738077,Yes,Bungalow,POP,Normal,4.360118472317096,Untarred,Urban,22,1,7,No,16491303.79
Olofa,6,2,437.88380485359903,Yes,Flat,Ceiling,Gerrard,4.676677100259126,Tarred,Urban,15,4,8,No,18781481.18
Olofa,4,2,854.5310609055961,Yes,Flat,POP,Gerrard,2.258659670481011,Untarred,Rural,6,4,6,No,16667456.4
Olofa,2,4,780.3983649151867,Yes,Duplex,POP,Gerrard,4.9554202813909045,Tarred,Urban,6,2,9,No,18716241.59
Olofa,4,4,588.7128908850616,Yes,Flat,POP,Gerrard,3.3357897963265404,Tarred,Urban,21,1,2,No,19171569.47
Olofa,5,3,410.5319395778156,Yes,Flat,POP,Gerrard,4.105355484707452,Tarred,Urban,18,1,3,No,19169387.18
Olofa,2,2,821.4594412348371,Yes,Flat,POP,Gerrard,4.139532035915505,Tarred,Rural,19,2,7,No,16012433.57
Olofa,5,4,607.3802165492799,Yes,Flat,POP,Gerrard,4.433135766864606,Tarred,Urban,13,5,8,No,19593137.93
Olofa,5,4,409.7611927705275,Yes,Self-Contain,POP,Gerrard,3.9271370303152007,Untarred,Urban,20,2,2,No,18764661.16
Olofa,3,3,356.2931234372659,Yes,Flat,POP,Normal,2.0421980283528676,Untarred,Urban,19,1,9,No,16046037.07
Olofa,4,4,724.6703870174895,Yes,Duplex,Ceiling,Gerrard,2.194107278046372,Tarred,Urban,22,5,1,No,20458944.81
Olofa,5,3,783.4052274256226,Yes,Duplex,POP,Gerrard,3.123338934593196,Untarred,Urban,16,3,4,Yes,19207904.06
Olofa,5,3,407.07040445902487,Yes,Self-Contain,POP,Normal,4.344758962221528,Untarred,Urban,17,4,5,No,17598898.39
Olofa,6,1,898.9334703654304,No,Bungalow,POP,Gerrard,1.205766194960603,Tarred,Rural,16,4,7,No,18529417.64
Olofa,3,4,402.8389873948515,Yes,Duplex,Ceiling,Normal,4.5860720158582335,Untarred,Rural,14,2,7,No,16035026.71
Olofa,6,3,350.6327687369922,Yes,Bungalow,POP,Normal,1.8896795960090156,Tarred,Urban,16,5,3,No,19747490.3
Olofa,5,4,769.2010953563648,No,Flat,Ceiling,Normal,3.342923606164449,Tarred,Urban,5,2,9,No,18132707.07
Olofa,2,2,362.68819005237486,Yes,Duplex,POP,Normal,2.928666570352734,Tarred,Rural,16,2,8,No,15581936.22
Olofa,3,1,703.7130226858146,No,Flat,POP,Gerrard,1.6423460414366666,Untarred,Urban,15,5,7,No,16203385.8
Olofa,5,3,543.6492795358627,No,Bungalow,POP,Normal,1.896691880616218,Tarred,Urban,17,3,2,No,19037463.24
Olofa,3,3,883.8272097084966,No,Bungalow,POP,Normal,2.36473521271205,Tarred,Rural,6,1,8,No,16286271.44
Olofa,2,4,846.9832138411821,Yes,Duplex,POP,Gerrard,3.285313575767804,Tarred,Rural,7,4,4,No,17978560.42
Olofa,4,1,879.3919048598474,Yes,Flat,POP,Gerrard,2.9391899791077876,Tarred,Urban,5,5,7,No,18474903.71
Olofa,3,3,858.6155957850406,No,Flat,Ceiling,Normal,4.486230040183171,Tarred,Urban,9,2,4,No,16883907.71
Olofa,6,4,438.2056992614107,Yes,Bungalow,POP,Normal,2.1642823049206203,Untarred,Urban,23,3,9,Yes,18732109.77
Olofa,4,1,596.8970739728521,Yes,Duplex,POP,Gerrard,4.873964393784769,Untarred,Urban,22,2,7,No,18041471.01
Olofa,4,4,656.9720932684863,No,Self-Contain,Ceiling,Normal,0.33841436922418566,Tarred,Urban,7,3,2,No,18097735.7
Olofa,6,4,708.8763675103028,Yes,Flat,Ceiling,Gerrard,1.5818216160072538,Tarred,Rural,22,2,6,No,19312830.59
Olofa,6,2,368.66289811010887,Yes,Duplex,POP,Gerrard,3.426563185112539,Tarred,Rural,22,4,3,No,18838841.69
Olofa,4,1,588.0540853440278,Yes,Duplex,Ceiling,Gerrard,0.2936127085304971,Untarred,Urban,4,4,2,Yes,16786111.39
Olofa,4,3,695.61018185955,No,Self-Contain,POP,Gerrard,0.47072651725179426,Untarred,Urban,14,3,5,No,17921052.71
Olofa,2,1,500.89100682807066,Yes,Bungalow,POP,Gerrard,0.7772047355395262,Tarred,Urban,11,5,8,No,16818179.27
Olofa,4,3,858.5388866228577,Yes,Flat,Ceiling,Gerrard,4.7448442480040764,Tarred,Rural,23,5,1,No,17876672.8
Olofa,5,1,740.0411096009434,No,Bungalow,POP,Normal,1.8794982255075134,Tarred,Urban,18,3,6,Yes,17267541.21
Olofa,6,3,778.1685024093874,Yes,Bungalow,POP,Normal,4.004976347747607,Tarred,Urban,20,2,2,No,20275014.97
Olofa,6,3,429.6814873865524,Yes,Self-Contain,Ceiling,Normal,4.896828641276912,Tarred,Urban,4,2,8,Yes,17710551.41
Olofa,2,4,776.1224413372986,Yes,Bungalow,Ceiling,Gerrard,4.121014332290157,Tarred,Urban,23,5,9,No,18079323.91
Olofa,6,2,831.4211481242866,Yes,Bungalow,POP,Gerrard,3.122230208865889,Tarred,Urban,10,3,7,No,20262924.98
Olofa,4,3,376.5408908185706,No,Duplex,Ceiling,Gerrard,2.2973833332017493,Untarred,Urban,8,5,3,No,17572350.18
Olofa,6,3,587.6494791762611,Yes,Bungalow,POP,Gerrard,3.8684272353158784,Untarred,Rural,22,3,7,No,18620898.54
Olofa,3,2,317.50240114444466,Yes,Flat,POP,Normal,3.784367877431167,Untarred,Urban,10,1,8,No,15311536.46
Olofa,4,1,375.56438462850036,No,Duplex,POP,Normal,3.173336354327136,Untarred,Urban,21,5,4,No,16716343.16
Olofa,4,1,577.5715631602377,No,Duplex,POP,Gerrard,2.445239508596382,Untarred,Rural,18,4,8,No,16452488.52
Olofa,4,4,811.4633313851239,Yes,Bungalow,POP,Gerrard,2.748123364584684,Tarred,Urban,19,4,6,No,20201789.9
Olofa,5,2,690.4816140860278,No,Duplex,POP,Gerrard,2.485082093609585,Untarred,Urban,21,3,2,No,19004940.31
Olofa,4,3,554.0632829398755,Yes,Bungalow,Ceiling,Normal,1.4381096325771228,Tarred,Rural,16,1,3,No,16901853.2
Olofa,6,2,881.7341251339112,Yes,Bungalow,POP,Gerrard,1.9175037425725259,Tarred,Rural,8,5,6,No,19582337.99
Olofa,6,4,810.4670941995963,Yes,Bungalow,POP,Gerrard,1.8515623681777074,Untarred,Rural,23,4,8,No,20027134.39
Olofa,2,3,526.9643362097238,Yes,Flat,Ceiling,Gerrard,3.9599210730529344,Tarred,Urban,16,1,6,No,16539022.94
Olofa,4,4,548.3556348315533,Yes,Bungalow,Ceiling,Gerrard,1.0623645873435776,Untarred,Urban,11,1,2,No,18516005.94
Olalomi,2,3,738.410458452466,No,Self-Contain,Ceiling,Gerrard,4.2481919392400265,Tarred,Rural,16,1,6,No,9728043.17
Olalomi,4,2,357.3446685975607,Yes,Bungalow,POP,Normal,3.6620379580823585,Untarred,Urban,10,5,6,No,10218591.62
Olalomi,5,1,551.7082256025102,Yes,Bungalow,POP,Normal,0.2865819656222934,Untarred,Urban,11,1,8,No,10971812.42
Olalomi,3,4,555.9274191660456,Yes,Bungalow,Ceiling,Gerrard,3.1218701224554386,Untarred,Urban,9,5,1,No,11366210.24
Olalomi,6,1,411.31558515463155,Yes,Duplex,Ceiling,Gerrard,1.410571530364788,Untarred,Rural,23,5,3,No,11327651.08
Olalomi,3,2,313.5025964572119,Yes,Duplex,Ceiling,Gerrard,4.565866056498572,Tarred,Urban,12,5,9,Yes,10552962.42
Olalomi,5,1,471.2168315987128,No,Duplex,Ceiling,Normal,0.8123670508001262,Untarred,Urban,7,4,7,No,10764262.96
Olalomi,6,3,543.3716341532654,Yes,Bungalow,POP,Normal,4.175421237855652,Tarred,Rural,23,3,7,Yes,11066948.7
Olalomi,5,1,488.74892792773636,Yes,Self-Contain,POP,Gerrard,1.1535231328694677,Tarred,Rural,9,3,5,Yes,10171141.9
Olalomi,3,2,761.0526426703452,No,Bungalow,POP,Gerrard,4.393161467646724,Untarred,Urban,18,3,3,Yes,10211371.83
